amount,is_weekend,is_high_value,is_new_customer,days_since_signup,shipping_billing_mismatch,actual_fraud,predicted_fraud,fraud_probability
344.04,1,0,0,49,1,False,0,0.31976485
45.32,0,0,0,281,1,False,0,0.31976485
36.1,0,0,0,39,1,False,0,0.31976485
1089.63,1,1,0,264,1,False,0,0.31976485
733.98,0,1,0,220,1,True,0,0.31976485
50.79,0,0,0,250,1,False,0,0.31976485
646.68,0,1,0,329,1,True,0,0.31976485
1421.01,0,1,0,309,1,False,0,0.31976485
430.74,1,0,0,188,1,False,0,0.31976485
530.31,0,1,0,239,1,False,0,0.31976485
282.34,0,0,0,102,1,False,0,0.31976485
55.79,0,0,0,218,1,False,0,0.31976485
282.66,1,0,0,81,1,False,0,0.31976485
424.53,0,0,0,78,1,False,0,0.31976485
359.64,1,0,0,149,1,False,0,0.31976485
185.13,0,0,0,160,1,False,0,0.31976485
361.77,1,0,0,242,1,False,0,0.31976485
237.34,0,0,0,60,1,False,0,0.31976485
23.81,0,0,0,130,1,False,0,0.31976485
786.98,0,1,0,270,1,False,0,0.31976485
119.1,1,0,0,257,1,True,0,0.31976485
824.14,0,1,0,194,1,False,0,0.31976485
480.78,1,0,0,306,1,False,0,0.31976485
966.16,0,1,0,189,1,False,0,0.31976485
1314.96,0,1,0,85,1,False,0,0.31976485
673.56,0,1,0,237,1,True,0,0.31976485
1190.16,0,1,0,90,1,False,0,0.31976485
69.0,1,0,0,199,1,False,0,0.31976485
1300.44,0,1,0,208,1,False,0,0.31976485
627.32,0,1,0,246,1,False,0,0.31976485
1078.02,0,1,0,217,1,False,0,0.31976485
470.38,1,0,0,205,1,False,0,0.31976485
163.65,1,0,0,340,1,True,0,0.31976485
433.68,0,0,0,215,1,False,0,0.31976485
157.8,0,0,0,306,1,False,0,0.31976485
272.75,1,0,0,43,1,False,0,0.31976485
867.62,1,1,0,313,1,True,0,0.31976485
394.41,1,0,0,116,1,False,0,0.31976485
274.59,0,0,0,299,1,False,0,0.31976485
371.3,0,0,0,270,1,False,0,0.31976485
1084.89,0,1,0,237,1,False,0,0.31976485
1454.52,0,1,0,112,1,True,0,0.31976485
1004.28,0,1,0,235,1,False,0,0.31976485
433.66,1,0,0,85,1,True,0,0.31976485
1282.08,1,1,0,78,1,False,0,0.31976485
1284.39,0,1,0,75,1,False,0,0.31976485
800.37,0,1,0,273,1,False,0,0.31976485
875.82,0,1,0,299,1,False,0,0.31976485
148.42,1,0,0,214,1,False,0,0.31976485
310.2,0,0,0,303,1,True,0,0.31976485
359.64,1,0,0,110,1,False,0,0.31976485
376.94,1,0,0,125,1,False,0,0.31976485
192.7,0,0,0,249,1,False,0,0.31976485
975.21,0,1,0,147,1,False,0,0.31976485
71.85,0,0,0,157,1,False,0,0.31976485
305.83,1,0,0,135,1,False,0,0.31976485
71.85,1,0,0,100,1,False,0,0.31976485
142.8,0,0,0,259,1,False,0,0.31976485
671.97,0,1,0,287,1,False,0,0.31976485
462.96,0,0,0,352,1,False,0,0.31976485
451.59,0,0,0,112,1,False,0,0.31976485
421.78,0,0,0,249,1,False,0,0.31976485
182.06,1,0,0,127,1,False,0,0.31976485
449.34,0,0,0,276,1,True,0,0.31976485
754.04,0,1,0,32,1,False,0,0.31976485
1069.74,0,1,0,285,1,False,0,0.31976485
29.12,0,0,0,316,1,False,0,0.31976485
1300.98,0,1,0,326,1,False,0,0.31976485
430.74,0,0,0,34,1,False,0,0.31976485
512.97,0,1,0,261,1,False,0,0.31976485
143.7,0,0,0,290,1,False,0,0.31976485
188.44,0,0,0,114,1,False,0,0.31976485
299.28,0,0,0,224,1,False,0,0.31976485
210.17,0,0,0,255,1,False,0,0.31976485
930.3,0,1,0,259,1,False,0,0.31976485
537.22,1,1,0,110,1,True,0,0.31976485
234.62,0,0,0,156,1,False,0,0.31976485
883.78,0,1,0,185,1,False,0,0.31976485
940.74,0,1,0,238,1,False,0,0.31976485
1348.89,0,1,0,197,1,False,0,0.31976485
54.94,0,0,0,242,1,False,0,0.31976485
948.8,1,1,0,47,1,False,0,0.31976485
69.0,0,0,0,176,1,False,0,0.31976485
120.59,1,0,0,313,1,False,0,0.31976485
1131.72,0,1,0,63,1,False,0,0.31976485
867.32,0,1,0,268,1,False,0,0.31976485
373.35,1,0,0,306,1,False,0,0.31976485
298.54,0,0,0,238,1,False,0,0.31976485
49.48,0,0,0,131,1,False,0,0.31976485
460.34,0,0,0,199,1,False,0,0.31976485
320.5,0,0,0,312,1,False,0,0.31976485
223.56,0,0,0,124,1,False,0,0.31976485
970.2,0,1,0,92,1,False,0,0.31976485
71.36,0,0,0,136,1,False,0,0.31976485
108.3,0,0,0,107,1,False,0,0.31976485
298.54,0,0,0,191,1,True,0,0.31976485
64.82,0,0,1,29,1,True,0,0.31976485
398.93,0,0,0,101,1,False,0,0.31976485
400.2,0,0,0,302,1,False,0,0.31976485
205.09,0,0,0,50,1,False,0,0.31976485
490.58,0,0,0,87,1,False,0,0.31976485
1474.11,0,1,0,78,1,False,0,0.31976485
413.14,0,0,0,309,1,False,0,0.31976485
912.4,0,1,0,84,1,True,0,0.31976485
532.32,1,1,0,226,1,False,0,0.31976485
111.51,0,0,0,105,1,False,0,0.31976485
967.92,0,1,0,239,1,False,0,0.31976485
194.83,0,0,0,147,1,False,0,0.31976485
412.44,0,0,0,113,1,False,0,0.31976485
192.18,1,0,0,304,1,True,0,0.31976485
1131.72,0,1,0,117,1,False,0,0.31976485
970.2,1,1,0,74,1,False,0,0.31976485
428.13,0,0,0,245,1,False,0,0.31976485
452.95,1,0,0,205,1,True,0,0.31976485
633.9,0,1,0,64,1,False,0,0.31976485
656.26,0,1,0,317,1,False,0,0.31976485
954.42,1,1,0,120,1,False,0,0.31976485
312.24,0,0,0,260,1,False,0,0.31976485
364.12,0,0,0,230,1,False,0,0.31976485
664.86,1,1,0,113,1,False,0,0.31976485
392.4,0,0,0,199,1,False,0,0.31976485
1428.21,0,1,0,135,1,False,0,0.31976485
854.72,0,1,0,259,1,False,0,0.31976485
580.48,1,1,0,214,1,False,0,0.31976485
429.99,0,0,0,214,1,False,0,0.31976485
786.98,0,1,0,347,1,False,0,0.31976485
341.7,0,0,0,76,1,False,0,0.31976485
46.67,0,0,0,296,1,False,0,0.31976485
900.39,0,1,0,339,1,False,0,0.31976485
93.29,1,0,0,134,1,False,0,0.31976485
772.0,1,1,0,81,1,True,0,0.31976485
466.56,1,0,0,70,1,False,0,0.31976485
386.0,0,0,0,246,1,False,0,0.31976485
143.7,0,0,0,310,1,False,0,0.31976485
980.64,0,1,0,102,1,False,0,0.31976485
1297.29,1,1,0,223,1,False,0,0.31976485
720.0,1,1,0,222,1,False,0,0.31976485
123.42,0,0,0,62,1,True,0,0.31976485
391.43,0,0,0,127,1,False,0,0.31976485
573.1,1,1,0,162,1,False,0,0.31976485
188.44,0,0,0,134,1,False,0,0.31976485
375.12,0,0,0,271,1,False,0,0.31976485
120.54,1,0,0,280,1,False,0,0.31976485
310.2,1,0,0,262,1,False,0,0.31976485
797.24,0,1,0,318,1,True,0,0.31976485
917.49,0,1,0,286,1,False,0,0.31976485
12.57,0,0,0,183,1,False,0,0.31976485
58.36,1,0,0,270,1,False,0,0.31976485
273.73,1,0,0,285,1,True,0,0.31976485
238.84,0,0,0,112,1,False,0,0.31976485
703.46,0,1,0,64,1,True,0,0.31976485
393.49,0,0,0,178,1,False,0,0.31976485
172.26,1,0,0,175,1,False,0,0.31976485
887.74,0,1,0,100,1,False,0,0.31976485
1458.69,0,1,0,294,1,False,0,0.31976485
211.3,0,0,0,222,1,False,0,0.31976485
894.8,1,1,0,285,1,False,0,0.31976485
331.65,0,0,0,143,1,False,0,0.31976485
777.6,0,1,0,207,1,False,0,0.31976485
149.64,0,0,0,285,1,False,0,0.31976485
293.34,1,0,0,200,1,False,0,0.31976485
970.2,0,1,0,109,1,False,0,0.31976485
906.45,1,1,0,34,1,False,0,0.31976485
676.34,0,1,0,205,1,False,0,0.31976485
238.84,0,0,0,272,1,False,0,0.31976485
1437.84,0,1,0,281,1,False,0,0.31976485
491.37,1,0,0,196,1,False,0,0.31976485
434.54,0,0,0,271,1,False,0,0.31976485
980.64,1,1,0,239,1,False,0,0.31976485
488.1,0,0,0,74,1,False,0,0.31976485
298.55,1,0,0,260,1,False,0,0.31976485
361.99,0,0,0,345,1,False,0,0.31976485
210.89,0,0,0,227,1,False,0,0.31976485
556.95,0,1,0,250,1,False,0,0.31976485
347.01,0,0,0,189,1,False,0,0.31976485
354.15,0,0,0,58,1,False,0,0.31976485
883.08,0,1,0,185,1,False,0,0.31976485
43.58,0,0,0,237,1,False,0,0.31976485
27.98,0,0,0,257,1,False,0,0.31976485
1452.51,1,1,0,286,1,False,0,0.31976485
844.84,1,1,0,263,1,False,0,0.31976485
20.75,0,0,0,176,1,False,0,0.31976485
479.28,1,0,0,262,1,False,0,0.31976485
131.47,0,0,1,21,1,False,0,0.31976485
229.96,0,0,0,196,1,False,0,0.31976485
78.97,0,0,0,308,1,False,0,0.31976485
385.26,0,0,0,55,1,False,0,0.31976485
25.14,0,0,0,301,1,False,0,0.31976485
41.49,1,0,0,199,1,False,0,0.31976485
578.1,0,1,0,232,1,False,0,0.31976485
124.66,1,0,0,138,1,False,0,0.31976485
1391.97,1,1,0,92,1,False,0,0.31976485
560.64,0,1,0,170,1,False,0,0.31976485
669.09,0,1,0,147,1,False,0,0.31976485
406.43,0,0,0,319,1,False,0,0.31976485
505.2,1,1,0,159,1,False,0,0.31976485
493.89,0,0,0,179,1,False,0,0.31976485
161.7,0,0,0,280,1,False,0,0.31976485
449.36,0,0,0,115,1,False,0,0.31976485
235.19,1,0,0,123,1,False,0,0.31976485
69.0,1,0,0,185,1,False,0,0.31976485
365.05,0,0,0,185,1,False,0,0.31976485
1166.4,0,1,0,109,1,False,0,0.31976485
73.19,1,0,0,308,1,False,0,0.31976485
930.6,0,1,0,118,1,False,0,0.31976485
455.8,0,0,0,222,1,False,0,0.31976485
309.52,0,0,0,199,1,False,0,0.31976485
149.68,1,0,0,273,1,False,0,0.31976485
1137.6,1,1,0,267,1,False,0,0.31976485
93.34,0,0,0,275,1,False,0,0.31976485
377.24,1,0,0,266,1,False,0,0.31976485
205.09,0,0,0,286,1,False,0,0.31976485
1354.77,0,1,0,323,1,False,0,0.31976485
176.54,1,0,0,315,1,False,0,0.31976485
934.05,0,1,0,297,1,False,0,0.31976485
65.9,0,0,0,231,1,False,0,0.31976485
236.91,0,0,1,29,1,False,0,0.31976485
604.48,1,1,0,249,1,False,0,0.31976485
304.2,0,0,0,214,1,False,0,0.31976485
709.46,0,1,0,263,1,False,0,0.31976485
108.5,1,0,0,191,1,False,0,0.31976485
215.55,0,0,0,135,1,False,0,0.31976485
810.81,1,1,0,151,1,False,0,0.31976485
55.23,0,0,0,209,1,False,0,0.31976485
899.86,1,1,0,234,1,False,0,0.31976485
449.63,0,0,0,208,1,False,0,0.31976485
703.46,1,1,0,310,1,False,0,0.31976485
480.12,0,0,0,239,1,False,0,0.31976485
1131.72,1,1,0,123,1,False,0,0.31976485
340.3,0,0,0,274,1,False,0,0.31976485
518.08,0,1,0,165,1,False,0,0.31976485
313.18,1,0,0,180,1,False,0,0.31976485
812.86,1,1,0,118,1,False,0,0.31976485
460.34,0,0,0,246,1,False,0,0.31976485
332.84,0,0,0,32,1,False,0,0.31976485
340.74,0,0,0,190,1,False,0,0.31976485
230.37,1,0,0,221,1,False,0,0.31976485
78.44,1,0,0,275,1,False,0,0.31976485
466.17,0,0,0,218,1,True,0,0.31976485
239.74,0,0,0,50,1,False,0,0.31976485
303.48,1,0,0,173,1,False,0,0.31976485
980.64,0,1,0,212,1,False,0,0.31976485
1063.38,0,1,0,233,1,False,0,0.31976485
254.67,0,0,0,229,1,False,0,0.31976485
310.32,0,0,0,186,1,False,0,0.31976485
484.81,0,0,0,132,1,False,0,0.31976485
1022.22,1,1,0,344,1,False,0,0.31976485
595.38,1,1,1,27,1,True,0,0.31976485
465.48,1,0,0,316,1,False,0,0.31976485
966.04,0,1,0,212,1,False,0,0.31976485
305.82,1,0,0,238,1,False,0,0.31976485
182.98,0,0,0,279,1,False,0,0.31976485
60.27,0,0,0,251,1,False,0,0.31976485
63.86,0,0,0,285,1,False,0,0.31976485
1075.77,1,1,0,252,1,False,0,0.31976485
299.28,1,0,0,168,1,False,0,0.31976485
160.25,0,0,0,195,1,False,0,0.31976485
916.96,1,1,0,336,1,False,0,0.31976485
434.58,0,0,0,115,1,False,0,0.31976485
1361.7,0,1,0,267,1,False,0,0.31976485
27.66,1,0,0,213,1,False,0,0.31976485
122.18,1,0,0,224,1,False,0,0.31976485
1263.66,0,1,0,247,1,False,0,0.31976485
115.5,1,0,0,191,1,False,0,0.31976485
225.19,0,0,0,229,1,True,0,0.31976485
1368.6,0,1,0,122,1,False,0,0.31976485
474.01,0,0,0,139,1,False,0,0.31976485
467.7,1,0,0,220,1,False,0,0.31976485
328.13,0,0,0,279,1,False,0,0.31976485
456.2,1,0,0,90,1,False,0,0.31976485
552.24,1,1,0,111,1,True,0,0.31976485
1342.2,0,1,0,169,1,False,0,0.31976485
948.8,1,1,0,248,1,False,0,0.31976485
261.3,1,0,0,267,1,True,0,0.31976485
143.7,0,0,0,150,1,False,0,0.31976485
1159.83,0,1,0,175,1,False,0,0.31976485
1423.2,0,1,0,167,1,False,0,0.31976485
683.7,1,1,0,176,1,False,0,0.31976485
69.58,0,0,0,174,1,False,0,0.31976485
34.56,0,0,0,283,1,False,0,0.31976485
272.75,0,0,0,167,1,False,0,0.31976485
366.69,0,0,0,134,1,False,0,0.31976485
105.2,0,0,0,220,1,False,0,0.31976485
172.34,0,0,0,43,1,False,0,0.31976485
490.58,1,0,0,231,1,False,0,0.31976485
80.13,0,0,0,350,1,False,0,0.31976485
1331.55,1,1,0,228,1,False,0,0.31976485
133.61,1,0,0,81,1,False,0,0.31976485
859.6,0,1,0,280,1,False,0,0.31976485
282.66,1,0,0,244,1,False,0,0.31976485
964.46,0,1,0,122,1,False,0,0.31976485
322.19,0,0,0,168,1,False,0,0.31976485
44.52,0,0,0,248,1,False,0,0.31976485
237.34,1,0,0,201,1,False,0,0.31976485
175.9,0,0,0,187,1,False,0,0.31976485
846.12,0,1,0,126,1,False,0,0.31976485
391.23,0,0,0,92,1,False,0,0.31976485
508.4,0,1,0,176,1,False,0,0.31976485
1022.22,0,1,0,131,1,False,0,0.31976485
32.49,0,0,0,274,1,False,0,0.31976485
129.35,1,0,0,310,1,False,0,0.31976485
422.6,1,0,0,150,1,False,0,0.31976485
103.14,0,0,0,306,1,False,0,0.31976485
365.05,0,0,0,141,1,False,0,0.31976485
376.99,0,0,0,177,1,False,0,0.31976485
388.05,1,0,0,211,1,False,0,0.31976485
311.67,0,0,0,318,1,False,0,0.31976485
143.7,0,0,0,319,1,False,0,0.31976485
474.01,1,0,0,121,1,False,0,0.31976485
87.13,1,0,0,167,1,False,0,0.31976485
1308.69,0,1,0,112,1,False,0,0.31976485
400.2,0,0,0,334,1,False,0,0.31976485
1485.36,0,1,0,108,1,False,0,0.31976485
670.34,0,1,0,191,1,False,0,0.31976485
16.93,0,0,0,279,1,False,0,0.31976485
310.32,0,0,0,49,1,False,0,0.31976485
713.16,0,1,0,272,1,False,0,0.31976485
874.94,0,1,0,110,1,False,0,0.31976485
359.34,0,0,0,134,1,False,0,0.31976485
11.39,0,0,0,89,1,False,0,0.31976485
657.33,0,1,0,90,1,False,0,0.31976485
47.6,0,0,0,270,1,False,0,0.31976485
94.23,0,0,0,328,1,False,0,0.31976485
893.07,1,1,0,125,1,False,0,0.31976485
166.8,0,0,0,138,1,False,0,0.31976485
533.58,0,1,0,133,1,False,0,0.31976485
468.08,0,0,0,301,1,False,0,0.31976485
773.64,0,1,0,197,1,False,0,0.31976485
242.61,0,0,0,198,1,True,0,0.31976485
362.46,0,0,0,284,1,False,0,0.31976485
484.14,0,0,0,106,1,False,0,0.31976485
554.68,1,1,0,267,1,False,0,0.31976485
1225.38,0,1,0,139,1,False,0,0.31976485
1170.33,0,1,0,291,1,False,0,0.31976485
438.22,0,0,0,151,1,False,0,0.31976485
43.68,1,0,0,351,1,False,0,0.31976485
398.62,1,0,0,244,1,False,0,0.31976485
341.98,0,0,0,100,1,False,0,0.31976485
433.81,0,0,0,133,1,False,0,0.31976485
133.8,0,0,0,31,1,False,0,0.31976485
835.38,0,1,0,270,1,False,0,0.31976485
759.14,1,1,0,99,1,False,0,0.31976485
24.19,0,0,0,214,1,False,0,0.31976485
185.13,1,0,0,45,1,False,0,0.31976485
335.1,0,0,0,188,1,False,0,0.31976485
355.24,1,0,0,229,1,False,0,0.31976485
69.58,1,0,0,330,1,False,0,0.31976485
1174.29,1,1,0,75,1,False,0,0.31976485
800.4,0,1,0,216,1,False,0,0.31976485
397.78,0,0,0,302,1,False,0,0.31976485
109.92,0,0,0,103,1,False,0,0.31976485
48.12,0,0,0,319,1,False,0,0.31976485
811.86,0,1,0,92,1,False,0,0.31976485
775.8,0,1,1,8,1,True,0,0.31976485
354.15,0,0,0,101,1,False,0,0.31976485
1494.27,0,1,0,218,1,False,0,0.31976485
930.3,1,1,0,209,1,False,0,0.31976485
63.2,0,0,0,107,1,False,0,0.31976485
887.74,0,1,0,89,1,False,0,0.31976485
987.78,0,1,0,67,1,False,0,0.31976485
921.78,0,1,0,327,1,False,0,0.31976485
1058.61,0,1,0,192,1,True,0,0.31976485
346.5,0,0,1,27,1,False,0,0.31976485
80.13,0,0,0,122,1,False,0,0.31976485
274.47,0,0,0,105,1,False,0,0.31976485
449.63,0,0,0,113,1,False,0,0.31976485
298.46,1,0,0,42,1,False,0,0.31976485
415.7,0,0,0,215,1,False,0,0.31976485
873.12,0,1,0,78,1,False,0,0.31976485
204.36,1,0,0,129,1,False,0,0.31976485
274.47,0,0,0,130,1,False,0,0.31976485
237.98,0,0,0,234,1,False,0,0.31976485
28.5,0,0,0,274,1,False,0,0.31976485
317.8,1,0,0,53,1,False,0,0.31976485
797.24,0,1,0,187,1,False,0,0.31976485
669.34,0,1,0,156,1,False,0,0.31976485
229.44,0,0,0,167,1,False,0,0.31976485
497.8,1,0,0,217,1,False,0,0.31976485
435.37,0,0,0,252,1,False,0,0.31976485
204.36,0,0,0,170,1,False,0,0.31976485
930.34,0,1,0,141,1,False,0,0.31976485
1496.22,1,1,0,221,1,False,0,0.31976485
702.12,1,1,0,158,1,True,0,0.31976485
588.6,0,1,0,160,1,False,0,0.31976485
717.18,1,1,0,250,1,False,0,0.31976485
242.61,0,0,0,73,1,False,0,0.31976485
119.88,1,0,0,272,1,False,0,0.31976485
886.46,0,1,0,161,1,False,0,0.31976485
487.53,0,0,0,112,1,False,0,0.31976485
622.7,0,1,0,172,1,False,0,0.31976485
302.43,0,0,0,107,1,False,0,0.31976485
906.45,0,1,0,110,1,False,0,0.31976485
155.39,0,0,0,68,1,False,0,0.31976485
258.6,1,0,0,160,1,True,0,0.31976485
453.9,0,0,0,267,1,False,0,0.31976485
305.82,1,0,0,125,1,False,0,0.31976485
782.56,0,1,0,200,1,False,0,0.31976485
13.52,1,0,0,58,1,False,0,0.31976485
886.46,0,1,0,189,1,False,0,0.31976485
44.72,0,0,0,163,1,False,0,0.31976485
157.94,1,0,0,333,1,False,0,0.31976485
1263.66,1,1,0,202,1,False,0,0.31976485
671.97,0,1,0,72,1,False,0,0.31976485
917.46,0,1,0,72,1,False,0,0.31976485
124.9,0,0,0,204,1,False,0,0.31976485
109.68,0,0,0,36,1,False,0,0.31976485
186.58,0,0,0,194,1,False,0,0.31976485
1335.48,0,1,0,98,1,False,0,0.31976485
533.58,0,1,0,274,1,False,0,0.31976485
334.15,0,0,0,334,1,False,0,0.31976485
35.68,0,0,0,223,1,False,0,0.31976485
512.55,0,1,0,278,1,False,0,0.31976485
664.5,0,1,0,277,1,False,0,0.31976485
122.18,0,0,0,233,1,False,0,0.31976485
1358.85,0,1,0,164,1,False,0,0.31976485
182.98,0,0,0,334,1,False,0,0.31976485
55.23,0,0,0,191,1,False,0,0.31976485
168.4,1,0,0,281,1,False,0,0.31976485
229.96,0,0,0,337,1,False,0,0.31976485
48.61,0,0,0,160,1,False,0,0.31976485
505.2,0,1,0,245,1,False,0,0.31976485
230.17,0,0,0,294,1,False,0,0.31976485
514.8,1,1,0,86,1,False,0,0.31976485
78.97,0,0,0,298,1,False,0,0.31976485
966.94,0,1,0,257,1,False,0,0.31976485
950.04,0,1,0,139,1,True,0,0.31976485
82.68,1,0,0,90,1,False,0,0.31976485
946.05,1,1,0,217,1,False,0,0.31976485
366.69,0,0,0,84,1,False,0,0.31976485
433.66,0,0,0,121,1,False,0,0.31976485
156.74,0,0,0,75,1,False,0,0.31976485
348.48,0,0,0,201,1,False,0,0.31976485
381.83,1,0,0,339,1,False,0,0.31976485
109.68,0,0,0,173,1,False,0,0.31976485
887.7,0,1,0,240,1,False,0,0.31976485
353.08,0,0,0,331,1,False,0,0.31976485
453.9,0,0,0,188,1,False,0,0.31976485
398.93,1,0,0,31,1,False,0,0.31976485
635.68,1,1,0,345,1,False,0,0.31976485
385.25,0,0,0,67,1,False,0,0.31976485
588.72,1,1,0,258,1,False,0,0.31976485
103.14,0,0,0,160,1,False,0,0.31976485
454.8,1,0,0,159,1,False,0,0.31976485
393.49,0,0,0,77,1,False,0,0.31976485
1436.25,0,1,0,39,1,False,0,0.31976485
117.31,1,0,0,345,1,False,0,0.31976485
29.18,0,0,0,268,1,False,0,0.31976485
100.34,0,0,0,187,1,False,0,0.31976485
66.43,0,0,0,292,1,False,0,0.31976485
40.56,0,0,0,267,1,False,0,0.31976485
64.82,1,0,0,284,1,False,0,0.31976485
103.48,0,0,0,68,1,False,0,0.31976485
921.0,1,1,0,149,1,False,0,0.31976485
758.13,1,1,0,204,1,True,0,0.31976485
321.35,0,0,0,96,1,False,0,0.31976485
1300.98,0,1,0,292,1,False,0,0.31976485
219.57,0,0,0,266,1,False,0,0.31976485
47.81,0,0,0,141,1,False,0,0.31976485
160.25,0,0,0,239,1,False,0,0.31976485
385.4,1,0,0,101,1,False,0,0.31976485
786.74,1,1,0,319,1,False,0,0.31976485
230.17,0,0,0,128,1,False,0,0.31976485
429.8,0,0,0,323,1,False,0,0.31976485
63.2,1,0,0,109,1,False,0,0.31976485
671.97,0,1,0,244,1,False,0,0.31976485
642.98,0,1,0,151,1,False,0,0.31976485
158.9,0,0,0,130,1,False,0,0.31976485
684.2,0,1,0,336,1,False,0,0.31976485
1173.69,0,1,0,271,1,False,0,0.31976485
712.89,0,1,0,251,1,False,0,0.31976485
221.1,0,0,0,215,1,False,0,0.31976485
29.53,1,0,0,132,1,False,0,0.31976485
1223.31,0,1,0,257,1,False,0,0.31976485
170.99,1,0,0,108,1,False,0,0.31976485
237.34,0,0,0,235,1,False,0,0.31976485
270.21,1,0,0,243,1,True,0,0.31976485
847.02,0,1,0,80,1,False,0,0.31976485
519.6,0,1,0,221,1,True,0,0.31976485
683.78,1,1,0,105,1,False,0,0.31976485
545.5,0,1,0,60,1,False,0,0.31976485
816.92,1,1,0,237,1,False,0,0.31976485
165.69,0,0,0,310,1,False,0,0.31976485
439.05,0,0,0,320,1,False,0,0.31976485
94.23,1,0,0,140,1,False,0,0.31976485
335.17,0,0,0,308,1,False,0,0.31976485
564.68,1,1,0,278,1,False,0,0.31976485
1335.48,0,1,0,336,1,False,0,0.31976485
379.32,0,0,0,31,1,False,0,0.31976485
514.65,0,1,0,133,1,False,0,0.31976485
223.75,1,0,0,334,1,False,0,0.31976485
954.42,1,1,0,308,1,False,0,0.31976485
302.15,0,0,0,290,1,False,0,0.31976485
710.48,1,1,0,52,1,False,0,0.31976485
954.52,1,1,0,292,1,False,0,0.31976485
1137.6,0,1,0,86,1,False,0,0.31976485
191.58,0,0,0,218,1,False,0,0.31976485
274.1,0,0,0,194,1,False,0,0.31976485
405.93,0,0,0,207,1,False,0,0.31976485
1214.13,0,1,0,209,1,False,0,0.31976485
391.28,0,0,0,222,1,False,0,0.31976485
237.63,0,0,0,221,1,False,0,0.31976485
921.0,0,1,0,175,1,False,0,0.31976485
108.3,0,0,0,264,1,False,0,0.31976485
997.38,1,1,0,231,1,False,0,0.31976485
325.07,0,0,0,269,1,False,0,0.31976485
344.52,1,0,0,166,1,False,0,0.31976485
131.8,0,0,0,149,1,False,0,0.31976485
317.84,0,0,0,249,1,False,0,0.31976485
919.04,0,1,0,112,1,False,0,0.31976485
208.17,0,0,0,262,1,False,0,0.31976485
676.44,0,1,0,77,1,False,0,0.31976485
510.27,1,1,0,32,1,True,0,0.31976485
1064.19,0,1,0,259,1,False,0,0.31976485
421.85,1,0,0,299,1,False,0,0.31976485
984.39,0,1,0,135,1,False,0,0.31976485
290.24,1,0,0,124,1,False,0,0.31976485
578.1,0,1,0,215,1,False,0,0.31976485
385.25,0,0,0,282,1,False,0,0.31976485
132.86,0,0,0,117,1,False,0,0.31976485
1375.44,0,1,0,290,1,False,0,0.31976485
675.57,1,1,0,218,1,False,0,0.31976485
255.13,0,0,0,253,1,False,0,0.31976485
465.15,0,0,0,264,1,False,0,0.31976485
97.62,0,0,0,142,1,False,0,0.31976485
679.98,0,1,0,136,1,False,0,0.31976485
223.03,0,0,0,187,1,False,0,0.31976485
1145.49,0,1,0,207,1,False,0,0.31976485
388.05,0,0,0,359,1,False,0,0.31976485
721.65,0,1,0,232,1,False,0,0.31976485
587.1,1,1,0,314,1,False,0,0.31976485
65.9,1,0,0,174,1,False,0,0.31976485
118.53,0,0,0,61,1,True,0,0.31976485
176.54,0,0,0,216,1,False,0,0.31976485
341.98,1,0,0,270,1,False,0,0.31976485
966.18,0,1,0,213,1,False,0,0.31976485
679.98,0,1,0,154,1,False,0,0.31976485
305.82,1,0,0,147,1,False,0,0.31976485
1223.31,1,1,0,54,1,False,0,0.31976485
819.7,0,1,0,322,1,False,0,0.31976485
199.29,0,0,0,320,1,False,0,0.31976485
543.99,0,1,0,199,1,False,0,0.31976485
179.79,0,0,1,21,1,False,0,0.31976485
407.77,1,0,0,92,1,False,0,0.31976485
407.77,0,0,0,106,1,False,0,0.31976485
64.6,0,0,0,173,1,False,0,0.31976485
266.16,1,0,0,278,1,False,0,0.31976485
746.7,0,1,0,217,1,True,0,0.31976485
474.4,0,0,0,50,1,False,0,0.31976485
940.74,1,1,0,180,1,False,0,0.31976485
315.6,0,0,0,290,1,False,0,0.31976485
455.12,0,0,0,309,1,False,0,0.31976485
1025.67,0,1,0,101,1,False,0,0.31976485
886.46,1,1,0,204,1,True,0,0.31976485
307.26,0,0,0,270,1,False,0,0.31976485
73.19,1,0,1,24,1,False,0,0.31976485
422.42,1,0,0,325,1,False,0,0.31976485
713.16,1,1,0,82,1,False,0,0.31976485
167.55,0,0,0,118,1,False,0,0.31976485
476.07,1,0,0,221,1,False,0,0.31976485
907.8,0,1,0,77,1,False,0,0.31976485
333.98,1,0,0,156,1,True,0,0.31976485
169.78,0,0,0,155,1,False,0,0.31976485
490.58,0,0,0,131,1,False,0,0.31976485
340.74,0,0,0,71,1,False,0,0.31976485
715.58,0,1,0,154,1,True,0,0.31976485
1422.03,1,1,0,233,1,True,0,0.31976485
249.32,0,0,0,256,1,False,0,0.31976485
639.87,1,1,0,100,1,False,0,0.31976485
772.0,0,1,0,168,1,False,0,0.31976485
87.16,0,0,0,327,1,False,0,0.31976485
404.71,1,0,0,178,1,False,0,0.31976485
1496.07,0,1,0,87,1,False,0,0.31976485
310.2,0,0,0,146,1,False,0,0.31976485
221.62,0,0,0,153,1,False,0,0.31976485
1229.55,0,1,0,115,1,False,0,0.31976485
162.75,0,0,0,339,1,False,0,0.31976485
483.15,0,0,0,208,1,False,0,0.31976485
78.44,0,0,0,134,1,False,0,0.31976485
